id,transaction_date,authorization_time,amount,currency,merchant_id,network_merchant_name,subcategory_id
bebbe820fbc73558be6566627d7c3086,2019-08-29,,300,EUR,,BADOO.COM,2a437b44-e428-455d-ae22-e588fe9aab55
5a544db709d4b3129bec8da70ba3724a,2019-08-29,,289,EUR,8a573268-d079-49f0-84ed-d927b3eeafee,Stockmann Helsinki,85d6556d-929a-4758-9ef7-c776383bc9fe
67a79f6e5ae7666d2fb0dbe60342e6ca,2019-08-29,,19900,SEK,,WONDER LEGAL,2ba46daa-6f78-4471-88a1-99696076e63e
024de234e1658b2a01ec8468127c917e,2019-08-29,2019-08-29T12:21:46.000Z,24300,SEK,pressbyran,PRESSBYRÅN 4350118,f0ddb0b5-f57c-476b-8955-85089ade4c51
ba3c80fbf2618495d1b62156f317df6f,2019-08-29,2019-08-29T11:32:32.000Z,35000,SEK,dc9e6be6-f4a8-4d82-bf14-7316546db852,POLISEN 1407 ST,1da46a28-ff4c-485c-9115-1f6e67269922
f5af8e28f8daaf0d5c02239049d70b5f,2019-08-29,,229,EUR,1ab1edcb-dd63-4fbd-a2ba-796d813b5f01,IKEA ESPOO RAVINTOLA,ba955e8f-bb61-4a82-b9d0-e7e07bc3806a
0f75cf3ba6ec9022fb2d62c1242f3c6f,2019-08-29,2019-08-29T13:10:10.000Z,42965,SEK,ica-maxi,MAXI ICA STORMARKNAD STEN,4c729494-0519-4d5e-b25d-a794e139cce8
de3b6e137d8ba22ff6d017e47337a411,2019-08-29,2019-08-29T11:47:36.000Z,2000,GBP,,BOLT EU  O 1908291152,550dec2e-decd-40ba-b96d-a60c31c73834
f69aee84e31fc61c5dbc170a13f53c8c,2019-08-29,2019-08-29T15:52:54.000Z,1337,EUR,db4dd6db-0b5a-441d-88c7-af998dc83aec,K SUPERMARKET SEINÄJOKI,5630da00-60fb-4dd6-a915-fa6e5b085919
bf25dacb203f939f3f094bae5bc307a7,2019-08-29,2019-08-29T19:46:46.000Z,20000,SEK,e8f19b1b-69b5-448d-9c1d-dd765a70a1fb,Skanetrafiken,7f3b7a72-18da-4f0d-91fd-5323cfac2d66
f4ecb8e792d0d833a4a3757b45df9ed1,2019-08-29,2019-08-29T14:22:22.000Z,29470,SEK,systembolaget,SYSTEMBOLAGET STORGATA,15648215-9ffe-47f1-8290-0bf55388d17d
ca8e5a23f69258a868f47ae942398016,2019-08-29,,4000,SEK,burger-king,BURGER KING KAR,d9deaea8-f96a-4d4b-83a8-d48389de594a
a2689b46a978bdcd686341bc4e11b876,2019-08-29,2019-08-29T06:54:23.000Z,1079,EUR,518bd3fd-e9d4-438e-b739-b90708e65dab,K Market Dragsfjärd,5630da00-60fb-4dd6-a915-fa6e5b085919
bdc7fc9d7c1b1003905a2e7701d66344,2019-08-29,2019-08-29T08:45:42.000Z,21116,SEK,hemkop,HEMKÖP LÅNGEDRAG,4c729494-0519-4d5e-b25d-a794e139cce8
731b02d27fb108bbb2ac65329e0a724e,2019-08-29,2019-08-29T11:57:51.000Z,8900,SEK,e24b6162-5dfd-4739-bf13-ea53c95e5acd,LANDSTINGET GAV,1da46a28-ff4c-485c-9115-1f6e67269922
0eaceb699cd41d18c63428c39fa2593e,2019-08-29,2019-08-29T15:45:45.000Z,20000,SEK,systembolaget,SYSTEMBOLAGET VALSVIKE,15648215-9ffe-47f1-8290-0bf55388d17d
4fa2762c0cc6c18492250463a0b82fab,2019-08-29,2019-08-29T10:13:03.000Z,13872,SEK,65083a9f-75d4-48c4-9586-89f93443c81c,GINA TRICOT SUNDSVALL,2a03c5b7-c451-4e0b-9a60-018a2adb6776
6a0dd3b5e6660bd0904f24cf00f8da84,2019-08-29,,10948,SEK,ica-maxi,MAXI ICA STORMARKNAD M,4c729494-0519-4d5e-b25d-a794e139cce8
34cbabae3a8eecff742354640432d9d4,2019-08-29,2019-08-29T13:14:20.000Z,10500,SEK,4049c9c5-8ab6-41fc-bf4e-d1c3a6b7781a,GOOGLE *Google Play Ap,e7299094-0ad6-4bad-a330-1269e8134fa7
cc4860ee64dfd6e16a0dfe91428746c1,2019-08-29,2019-08-29T06:22:13.000Z,15000,SEK,be1acacf-9a6d-4f61-ba23-e7e3d355e62c,APCOA PARKING,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
0f2006c6b93c79ce367ab4d09f9b7bb2,2019-08-29,2019-08-29T10:09:03.000Z,13400,SEK,,ROSA TRELLEBORG,273bb206-7ed9-44f9-a641-9cc9e9bc804c
9e48d4de76b99d2aebb23495a6fb0a26,2019-08-29,,48300,SEK,8c69bf3b-21c3-4dad-8218-a807910ead1c,COLORAMA,a07ebb01-cf61-42c8-b8c1-a2c57bfc4783
3e69f89f48fc021c3b9cc54834e5f571,2019-08-29,2019-08-29T13:14:03.000Z,24000,SEK,182f8526-b315-4a13-9654-d6c6183402d0,Hotel Diplomat Restaur,2fda440b-f219-4b7d-9dda-76090ec94398
a0625f43c6998583664a3351eaf39e0f,2019-08-29,,1963,EUR,6c4fd8dc-ed1f-453e-ac69-932aad7502a3,LIDL HYVINKAA,4c729494-0519-4d5e-b25d-a794e139cce8
875b762616d8944e06bff962b5f45811,2019-08-29,2019-08-29T09:57:38.000Z,11000,SEK,34e69f77-272c-4724-9508-73212b1ad666,NOORII,2fda440b-f219-4b7d-9dda-76090ec94398
7b8853ea8ddecad09846dbe35939dadc,2019-08-29,,2000,SEK,e6e0a023-fbec-4e25-bfd1-d4518529b0ec,ERIKSHJALPEN SECOND HAND,dcf1cd5a-9b1a-4473-9e8e-7b9ab0d3538f
f4f2712b016a1ad40f471dcf61df9dec,2019-08-29,2019-08-29T11:55:31.000Z,9900,SEK,spotify,Spotify,921a55be-4097-4a39-9849-a3b2a2028b32
2160a1b67627ce70ce53189876cecdcc,2019-08-29,2019-08-29T17:22:22.000Z,1796,SEK,bf67c292-cf9e-4ddd-8e63-bdbaab897860,WWW.ALIEXPRESS.COM,85d6556d-929a-4758-9ef7-c776383bc9fe
ee970496e41dc4d99de40d3b9f9a233e,2019-08-29,,39900,SEK,stadium,STADIUM MOBILIA,0a9b5e01-8955-4cb0-a1bf-e8244b73427a
69ba49a6ab708f3f9fff35ea5e556cb9,2019-08-29,2019-08-29T17:00:00.000Z,29850,SEK,,DAMAS,4c729494-0519-4d5e-b25d-a794e139cce8
501ba199a9244de35d4dcab9976c0bb0,2019-08-29,2019-08-29T09:36:36.000Z,5958,SEK,hemkop,HEMKOP HELSINGBORG SOD,4c729494-0519-4d5e-b25d-a794e139cce8
0bbb3e3a54b96c5e09e65fbdd1f24672,2019-08-29,,3000,SEK,4049c9c5-8ab6-41fc-bf4e-d1c3a6b7781a,GOOGLE *Google Play Ap,e7299094-0ad6-4bad-a330-1269e8134fa7
01d9c194feb8a7c0e72a6b4cdc3965a3,2019-08-29,2019-08-29T11:20:49.000Z,10400,SEK,waynes-coffee,WAYNES COFFEE BOLLNAS,c7bb852a-c9b4-41d8-89a5-2487106106d9
cadd97903d8b0944291efdcd3bcb9da4,2019-08-29,,13185,SEK,ica,ICA NARA OVRELLS,4c729494-0519-4d5e-b25d-a794e139cce8
a4b06d4c3d0535aa5487ea91bedd2b13,2019-08-29,2019-08-29T15:10:10.000Z,49370,SEK,4748f42c-cbef-4bed-99a9-87238661636e,RUSTA LIDKOPING 61,85d6556d-929a-4758-9ef7-c776383bc9fe
a6d8a531b5c116d41853ccc3a1e12994,2019-08-29,,14000,SEK,okq8,OKQ8,1c680d8b-3f77-42a1-b0a0-587ae3b60945
69c845562fab934aa3b12453c5e51828,2019-08-29,,12300,SEK,,BOLT EU  O 1908292145,550dec2e-decd-40ba-b96d-a60c31c73834
45dedadb253c9af209597b9b1c100503,2019-08-29,2019-08-29T10:18:18.000Z,9000,SEK,,IZ *HB REMOULADKUN,2fda440b-f219-4b7d-9dda-76090ec94398
442e23ffed506e808065e4acbe779589,2019-08-29,,8600,SEK,,NORMAL SOLNA SE0107,54c8e599-3452-4381-bc70-b58b064ef760
17ac1b0e201fbead56ddca503fd04e02,2019-08-29,2019-08-29T10:44:44.000Z,3800,SEK,ahlens,AHLENS City Malmoe,85d6556d-929a-4758-9ef7-c776383bc9fe
372f6ce0415f610d969fd813466ef459,2019-08-29,2019-08-29T07:31:54.000Z,9900,SEK,itunes,ITUNES COM BILL,921a55be-4097-4a39-9849-a3b2a2028b32
ea966256b86fa4ef41a7463a5aa69672,2019-08-29,2019-08-29T05:52:48.000Z,340,EUR,,Kymijoen Ravintopalvelut,2fda440b-f219-4b7d-9dda-76090ec94398
05105039d24d150ba77f962ce3701a5a,2019-08-29,2019-08-29T09:21:15.000Z,7000,SEK,dae16949-a90e-484d-89a8-e6bfcfd7e87f,SPEED SERVICES AB,f5516225-7c35-42f9-915e-95f4cf34b734
f9fd7534c399d2e6c58001b42d3fc049,2019-08-29,2019-08-29T13:06:06.000Z,13800,SEK,systembolaget,SYSTEMBOLAGET KARLSTAD,15648215-9ffe-47f1-8290-0bf55388d17d
ee6a06210e7a6441f77cc1ba3bc7e9a4,2019-08-29,2019-08-29T10:05:19.000Z,9000,SEK,,SI RESTAURANG,1c680d8b-3f77-42a1-b0a0-587ae3b60945
1186a4ee74e7d192275b5ba651798b62,2019-08-29,2019-08-29T03:02:02.000Z,270,EUR,,Avecra Oy stop station,2fda440b-f219-4b7d-9dda-76090ec94398
a15fd4623d46421579207818430ec9c2,2019-08-29,2019-08-29T04:27:27.000Z,9200,DKK,,JOE  THE JUICE A/S,2fda440b-f219-4b7d-9dda-76090ec94398
70a22d90ef08b98cef8ae02625184b60,2019-08-29,2019-08-29T09:29:04.000Z,1780,SEK,8a8cc616-b9c7-47dd-9493-3543ac93c948,ICA NARA SERGELS TORG,4c729494-0519-4d5e-b25d-a794e139cce8
d849cc015b73125096ed0b7836fe1a59,2019-08-29,2019-08-29T10:17:32.000Z,2000,EUR,e27b2563-3867-4732-b547-ad12e73b86d4,Mob.Pay*Ella Kimari,27c6de61-e943-4a66-a2f3-b7cff875af7c
3844c1d107219099460c68396a010e8d,2019-08-29,2019-08-29T11:43:43.000Z,30000,SEK,24e84f8f-6de9-4fe4-aa31-92219e75f2a8,SVENSKASPEL.SE,1b237ab0-3814-43bd-a9c0-52d57791c54f
4beaabcf4aa5769e5c475a2e0c523fcd,2019-08-29,2019-08-29T07:24:24.000Z,36372,SEK,coop,COOP BRUNFLO,4c729494-0519-4d5e-b25d-a794e139cce8
d453834b150754a799b76b81bc922150,2019-08-29,2019-08-29T17:00:04.000Z,500,EUR,413f8da4-717c-4373-904b-9ffab8070712,VEIKKAUS: 13055620,1b237ab0-3814-43bd-a9c0-52d57791c54f
378d27d14818db08810799ff65ed217d,2019-08-29,2019-08-29T10:56:56.000Z,3500,SEK,00f7773e-e206-418f-abd8-996438bbed5c,SHELL VASTERVIK,1c680d8b-3f77-42a1-b0a0-587ae3b60945
76395866a9f9a73dd69d2963595cd8e4,2019-08-29,2019-08-29T13:57:20.000Z,2500,EUR,558ba684-eb67-4799-93f4-b0d8b5bf6e0c,Moomin Shop Oy   Itis,c6686328-7d19-4e2c-956c-d8079a3691c7
a60bddc567989c107e6c2084621c2a64,2019-08-29,2019-08-29T09:34:18.000Z,105,EUR,de5216dd-de43-47f6-85fb-328e6ae16f8d,S market Wiklund Herkk,4c729494-0519-4d5e-b25d-a794e139cce8
e931565604219378b74fb238ffd6f724,2019-08-29,2019-08-29T11:39:29.000Z,33820,SEK,ica-maxi,MAXI ICA STORMARKNAD K,4c729494-0519-4d5e-b25d-a794e139cce8
e2b761ad5a26c5e24ba2aa67c30f1bfc,2019-08-29,2019-08-29T09:10:47.000Z,11500,SEK,04aef105-da55-40a8-9df7-976ec469f74e,PONG IMPERIET,2fda440b-f219-4b7d-9dda-76090ec94398
d6933584632a308e7842d01d9522b988,2019-08-29,,900,SEK,itunes,ITUNES COM BILL,921a55be-4097-4a39-9849-a3b2a2028b32
38db9370ee56c34214aca9e343412376,2019-08-29,2019-08-29T09:07:43.000Z,8500,SEK,,HOTELL M    1AB,448c6b14-4879-4c2c-ad6a-41b2cba67346
e9f6f099ead93593027d2b055060cc63,2019-08-29,2019-08-29T13:44:44.000Z,30000,SEK,,HANSSONS KIOSK,84fe55b7-0537-487e-9587-74c38d379132
81246e84f4e98af6a9f642da8f787b86,2019-08-29,2019-08-29T15:52:52.000Z,4300,SEK,max,MAX I MARIEBERG,d9deaea8-f96a-4d4b-83a8-d48389de594a
59d72861f4e9f884ebb9339b21c4917c,2019-08-29,2019-08-29T09:42:31.000Z,9900,SEK,2731bf7c-07e7-4463-a347-eefd48c101ab,LORD AL DENTE,2fda440b-f219-4b7d-9dda-76090ec94398
b460062e9e1263fd3e2ce59de1985435,2019-08-29,2019-08-29T13:19:19.000Z,7300,SEK,629ca3c0-89da-44de-9ba3-3f19fd4aff12,JARNVAGSKROGEN,2fda440b-f219-4b7d-9dda-76090ec94398
b00c5a744dd45f59dbe734c8973dd250,2019-08-29,2019-08-29T05:46:17.000Z,4400,SEK,,ARENA FITNESS,84fe55b7-0537-487e-9587-74c38d379132
abef479a78306a0322028b0fc6ab1fe2,2019-08-29,,5500,SEK,mcdonalds,MCDONALDS 191,d9deaea8-f96a-4d4b-83a8-d48389de594a
3ea6d365edf3f9979444862b963b3521,2019-08-29,2019-08-29T07:56:31.000Z,120000,SEK,860452de-448a-4952-a394-b55f23071411,ATM KONTANTEN4074,cd4c95ad-7b87-4594-88a0-d086d9a5e7a5
b30fa9d396e7617707f15de35b289e82,2019-08-29,2019-08-29T09:37:35.000Z,11500,SEK,eb2db3d9-f794-4503-a2be-0f95e42cda65,ROSEGARDEN NEO,2fda440b-f219-4b7d-9dda-76090ec94398
fe86e8712fc6d033e1392144d0b7e346,2019-08-28,2019-08-28T20:44:18.000Z,2000,SEK,itunes,ITUNES COM BILL,921a55be-4097-4a39-9849-a3b2a2028b32
db1cf5e1bdf4922ea442e12bc0cdd8d3,2019-08-28,2019-08-28T15:16:16.000Z,500,SEK,30ef3530-4717-4d68-ba7c-56255044612a,QPARK ATOS,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
41ae98a3c9cb1b509335a5b1853c7e1d,2019-08-28,2019-08-28T12:40:40.000Z,43495,SEK,ica,ICA KVANTUM MOLNDAL,4c729494-0519-4d5e-b25d-a794e139cce8
94cdc71b1af2310b9aa1b13979f3f6d8,2019-08-28,2019-08-28T05:06:34.000Z,2470,SEK,easy-park,EASYPARK,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
16f7461e279a9109023d8667dc8df2de,2019-08-28,2019-08-28T06:45:45.000Z,890,SEK,easy-park,EASYPARK,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
5237882c83bbf878c0c84229638ed555,2019-08-28,2019-08-28T11:00:00.000Z,3150,SEK,coop,COOP ANGELHOLM,4c729494-0519-4d5e-b25d-a794e139cce8
537de6341331c62a9d7c6f4532be1116,2019-08-28,2019-08-28T12:03:50.000Z,1000,SEK,df51cf1b-01a3-4a64-8bb5-c0347e5e2bc5,Orebro Kommun,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
1d2446ed2d91341bf8ca6ad842f161aa,2019-08-28,2019-08-28T21:18:56.000Z,2000,SEK,,VOI SE,e7299094-0ad6-4bad-a330-1269e8134fa7
fefd96aa2ebe17e3109b15f65c49ba37,2019-08-28,2019-08-28T10:44:32.000Z,143820,SEK,4b19ccec-175d-4ef4-8d03-6ea68aed5c5b,CAMPADRE,2a03c5b7-c451-4e0b-9a60-018a2adb6776
4816db96630bc4cde3e21d3656ce7b19,2019-08-28,2019-08-28T09:52:52.000Z,50000,SEK,860452de-448a-4952-a394-b55f23071411,ATM KONTANTEN1378,cd4c95ad-7b87-4594-88a0-d086d9a5e7a5
a02aa874fcbce3e2c7f5de140bdce367,2019-08-28,2019-08-28T14:35:38.000Z,15400,SEK,olearys,O LEARYS VALLIN,2fda440b-f219-4b7d-9dda-76090ec94398
d3ce94bb41b9488146d626a4abbc8461,2019-08-28,2019-08-28T14:54:49.000Z,5415,SEK,willys,WILLYS OSKARSHAMN SNIC,4c729494-0519-4d5e-b25d-a794e139cce8
7c22395575070b375c95e414ec11c3fd,2019-08-28,2019-08-27T17:03:03.000Z,28900,SEK,itunes,ITUNES.COM/BILL,921a55be-4097-4a39-9849-a3b2a2028b32
ee1e283c215c35dc0bfa60039f962cb6,2019-08-28,,8500,SEK,,HASSES GRILL & KEBAB,84fe55b7-0537-487e-9587-74c38d379132
b955b333152019b68dea00ecce274787,2019-08-28,2019-08-28T09:40:40.000Z,8400,SEK,,BURRITO BAR,2fda440b-f219-4b7d-9dda-76090ec94398
f355d100de2b963c5bdc318ad34fdbe1,2019-08-28,,1229,EUR,de5216dd-de43-47f6-85fb-328e6ae16f8d,S MARKET KUOKKALA,4c729494-0519-4d5e-b25d-a794e139cce8
e11cbffd46a97d562e94febf3abdc92a,2019-08-28,2019-08-28T16:13:51.000Z,5700,SEK,ica-maxi,MAXI ICA STORMARKNAD N,4c729494-0519-4d5e-b25d-a794e139cce8
0f78fb51955d7d20e12cf9b30a2078a5,2019-08-28,2019-08-28T15:02:02.000Z,46456,SEK,willys,WILLYS FALUN SVALAN,4c729494-0519-4d5e-b25d-a794e139cce8
c55e9dcb7174660249efffc7bc9c09b8,2019-08-28,2019-08-28T10:17:17.000Z,8000,SEK,00f7773e-e206-418f-abd8-996438bbed5c,SHELL MOTALA,1c680d8b-3f77-42a1-b0a0-587ae3b60945
a9442782f82aa2a583351edff755c89a,2019-08-28,2019-08-27T15:11:11.000Z,900,SEK,itunes,ITUNES.COM/BILL,921a55be-4097-4a39-9849-a3b2a2028b32
1bae6b3422a4533030eaa8431f622aab,2019-08-28,2019-08-28T10:07:07.000Z,7500,SEK,mcdonalds,MCDONALDS 186 L,d9deaea8-f96a-4d4b-83a8-d48389de594a
ed54d83626c89dd341e62c2d2e8e00ce,2019-08-28,,9500,SEK,c86ce341-47de-4ae7-b436-5ad10726ee68,LIBAN DELI,2fda440b-f219-4b7d-9dda-76090ec94398
608372f9e0651755ff5cdff97e54a62f,2019-08-28,2019-08-28T19:05:42.000Z,220,EUR,f5fc495f-5b6c-45f0-9dbe-04aa83786f8b,R HKI R-AS. LANSISIIPI,f0ddb0b5-f57c-476b-8955-85089ade4c51
1512d46b4de96a44a9e27c374cc53f31,2019-08-28,,10000,SEK,,SAM HJELP,dcf1cd5a-9b1a-4473-9e8e-7b9ab0d3538f
51279976b3f87580e6856a2a02219de8,2019-08-28,2019-08-28T06:50:50.000Z,65085,SEK,lidl,LIDL 297 / MALUNG,4c729494-0519-4d5e-b25d-a794e139cce8
33eadd040a93e53a0f97841548da13b5,2019-08-28,,990,EUR,,VFI*Tmi Damla,2fda440b-f219-4b7d-9dda-76090ec94398
b75b0f277e322a2431526948bc2841f8,2019-08-28,2019-08-28T11:41:56.000Z,2200,SEK,,ERICSSON LM O C,2fda440b-f219-4b7d-9dda-76090ec94398
a0b698bff66bbdacbd21d760e318204b,2019-08-28,,10500,SEK,,ANDRUM,2fda440b-f219-4b7d-9dda-76090ec94398
97749bd524a0e51a7be8b7979fa20fe1,2019-08-28,2019-08-28T16:41:56.000Z,500,EUR,7d6e161f-426a-4517-8674-c6553ddb174e,Resq Club,129027fd-a56c-4eb5-963f-d9087c1a1931
e7fbbbfb0c2a6b0db266380a8163e8cb,2019-08-28,2019-08-28T08:43:29.000Z,23496,SEK,ica-maxi,MAXI ICA STORMARKNAD U,4c729494-0519-4d5e-b25d-a794e139cce8
513ff6227891520a73d2ec97d44d7aec,2019-08-28,2019-08-28T15:42:14.000Z,74250,SEK,,AOS SE0826,2a03c5b7-c451-4e0b-9a60-018a2adb6776
4d6c9180873951bc0dcc2f298833c1fe,2019-08-28,2019-08-28T07:02:02.000Z,14900,SEK,spotify,Spotify P0C7E10073,921a55be-4097-4a39-9849-a3b2a2028b32
daf54029b4018ca79212c4a772fb2ef3,2019-08-28,2019-08-28T18:05:05.000Z,18459,SEK,okq8,OKQ8 TORVALLA,1c680d8b-3f77-42a1-b0a0-587ae3b60945
cd87fdb45a9dca9834a8f8eabbc23044,2019-08-28,,6000,EUR,df789b3f-7f4b-4730-bb9c-69264ab8dfe6,Otto.,cd4c95ad-7b87-4594-88a0-d086d9a5e7a5
3e19db178ffe33082decc7e211b23c1f,2019-08-28,2019-08-28T10:03:41.000Z,14900,SEK,spotify,Spotify,921a55be-4097-4a39-9849-a3b2a2028b32
6d22b890273be29ba53b96a4911ab8dc,2019-08-28,2019-08-28T14:33:14.000Z,4500,SEK,8665d425-21a7-49d3-b584-b241dd00e61a,HANDLARN URSVIK,4c729494-0519-4d5e-b25d-a794e139cce8
d6da508fbe019a355681e4fe9987bfcb,2019-08-28,2019-08-28T09:38:48.000Z,50500,SEK,6ea6e7b0-4e9b-49d8-af64-dabd8a67c704,COMVIQ FAKTURA (INT RP,775c882a-36f2-46b4-91ab-3d701e8761d6
88307b26f232c587c9c641eeddff5c21,2019-08-28,2019-08-28T13:20:29.000Z,3000,SEK,adba910b-dd03-44ed-af7b-954769878ea5,MEKONOMEN,26be7f6e-4486-4974-8e0c-bc7c22d719cc
8106c2a8baccb9849cc4e6c051e71b31,2019-08-28,2019-08-28T11:50:35.000Z,280,EUR,79fbc962-5541-43c8-9419-182000ce1b92,HSL Mobiili,7f3b7a72-18da-4f0d-91fd-5323cfac2d66
0776cc441f60b193c98b76a99279a564,2019-08-28,2019-08-28T18:36:41.000Z,6850,SEK,ica-maxi,MAXI ICA STORMARKNAD A,4c729494-0519-4d5e-b25d-a794e139cce8
fb0ea9b959592bd23ab2dfd33e19d129,2019-08-28,2019-08-28T10:00:00.000Z,10000,SEK,ica,ICA SUPERMARKET OSBY,4c729494-0519-4d5e-b25d-a794e139cce8
be3ee6f50dd70a7c214a95a18cf57312,2019-08-28,2019-08-28T17:14:33.000Z,1220,EUR,1cbfe52e-c9a2-4594-9bdc-054f3a98182c,Food Markets Finland oy,2fda440b-f219-4b7d-9dda-76090ec94398
2fc3e1d7888e4d9d2c371df67e91f1af,2019-08-28,2019-08-28T11:00:52.000Z,10900,SEK,itunes,ITUNES COM BILL,921a55be-4097-4a39-9849-a3b2a2028b32
bd8a8aff5b63c7cae8fad4c9cebaefa0,2019-08-28,2019-08-28T17:51:33.000Z,14000,SEK,10cac496-3ec3-4a5d-948f-2d082aca11d7,"RAAMEN, NOODLES BY ADA",2fda440b-f219-4b7d-9dda-76090ec94398
050777f0dd8780caa372900a8e71cf68,2019-08-28,2019-08-28T09:59:16.000Z,12400,SEK,cabef12d-d580-42db-89b1-a3343be6a1af,BASTARD BURGERS,2fda440b-f219-4b7d-9dda-76090ec94398
8275323161009eb9e5b8b49e1261235a,2019-08-28,2019-08-28T07:44:44.000Z,43200,SEK,24e84f8f-6de9-4fe4-aa31-92219e75f2a8,SVENSKA SPEL,1b237ab0-3814-43bd-a9c0-52d57791c54f
195254133c2414115d36e7b2d9b73348,2019-08-28,2019-08-28T17:05:52.000Z,48800,SEK,interflora,INTERFLORA AB,f48ef31f-dec7-4fe2-b8b7-420fdc021387
28998aa9b0b74178e3e11bba6c650ddc,2019-08-28,2019-08-28T13:03:35.000Z,600,EUR,7d6e161f-426a-4517-8674-c6553ddb174e,Resq Club,129027fd-a56c-4eb5-963f-d9087c1a1931
285d41469834b26b091514022f65446e,2019-08-28,2019-08-28T10:07:07.000Z,8550,SEK,ica,ICA SUPERMARKET OLSKROKEN,4c729494-0519-4d5e-b25d-a794e139cce8
871204dca922bd4f934bfe2f12fafcc9,2019-08-28,2019-08-28T06:17:37.000Z,33300,SEK,c23c5371-381c-4225-bc34-aca96c62ec62,BEIJER BYGGMATE,0f326f1a-88da-41f5-bdf7-1c98b037a3d3
ab8c678c9ba6f8908ffa837965550791,2019-08-28,2019-08-28T12:34:44.000Z,7900,SEK,,DplayEntertainmentLimi,921a55be-4097-4a39-9849-a3b2a2028b32
1d0b4002a55d39f8490c6efe25aaceb0,2019-08-28,2019-08-28T09:50:59.000Z,11000,SEK,8daa1940-8c54-4612-b130-40d289c1e536,THAI RUNG,2fda440b-f219-4b7d-9dda-76090ec94398
357f61d71ed66b0830a383e3d7f91276,2019-08-28,2019-08-28T05:14:35.000Z,2600,SEK,pressbyran,PRESSBYRÅN 4008193,f0ddb0b5-f57c-476b-8955-85089ade4c51
c8f9e988dce7f06acde704e52e0a8eb3,2019-08-28,2019-08-28T12:52:52.000Z,6650,SEK,apoteket,APOTEKET UGGLAN,31885b8b-89d9-48be-8f70-91ffa88a46e4
851c5f096b9212a41f7400c069771db4,2019-08-28,2019-08-28T13:00:14.000Z,10300,SEK,,BAKIR SUSHI O SALLADSB,2fda440b-f219-4b7d-9dda-76090ec94398
9f4dd7d7e6031a4acfd8ad5e265f3e33,2019-08-28,2019-08-28T16:36:36.000Z,20800,SEK,e12d5251-4bef-4832-9e96-31c21b20d12c,KFC VALSLVIKEN,84fe55b7-0537-487e-9587-74c38d379132
c4b85555805d400680b0fba862cb25f5,2019-08-28,2019-08-28T15:49:48.000Z,15400,SEK,,NORMAL SOLNA SE0107,54c8e599-3452-4381-bc70-b58b064ef760
71aff0947ea80e62a052ad07cb8c9926,2019-08-28,,40800,SEK,,FORSEA FERRIES WEB,dd1f4e5d-da76-424c-8d06-535803c3d7bd
57eb057b28c862a5c93f83eb57a1795d,2019-08-28,2019-08-28T09:13:21.000Z,99415,SEK,0a12d4d1-c671-4e2b-a6b4-e6e3fa584fa9,CITYGROSS HOGANAS,4c729494-0519-4d5e-b25d-a794e139cce8
532e747ce7a48c35c75ab9a8dee16785,2019-08-28,2019-08-28T11:47:20.000Z,3170,SEK,ica,ICA SUPERMARKET CITY,4c729494-0519-4d5e-b25d-a794e139cce8
20a082f8fee4f4c3165b629a33cfe1a1,2019-08-28,2019-08-28T07:57:57.000Z,2000,SEK,be1acacf-9a6d-4f61-ba23-e7e3d355e62c,APCOA PARKING,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
88e1949c8804a316dcc5388fc1323bad,2019-08-28,2019-08-28T00:52:39.000Z,1000,SEK,,IZ *LUNDAEKONOMERN,2fda440b-f219-4b7d-9dda-76090ec94398
2c3f4656239670c7dab6fcc6ec058668,2019-08-28,2019-08-28T08:55:13.000Z,12500,SEK,,NORR MÄLARSTRANDS BLOM,f48ef31f-dec7-4fe2-b8b7-420fdc021387
4cf02845feaea7231d6b6131ef1f0ade,2019-08-28,,630,EUR,fed125b6-ad45-4a2f-9fc2-5c25097cd975,Golden Pro Oy   Vasama,4ca002e4-8c18-4640-b888-b3ea2ba9cbd4
748dc021a5ff4776938eb8fbcb50e0c6,2019-08-28,2019-08-28T16:52:47.000Z,5500,SEK,,SECOND HAND HOR 2105,dcf1cd5a-9b1a-4473-9e8e-7b9ab0d3538f
f82346ec2f259b983e09a77d0f78fc82,2019-08-28,2019-08-28T14:24:35.000Z,14900,SEK,,HOM SE0383,2a03c5b7-c451-4e0b-9a60-018a2adb6776
caac8d2f1c53cfcf47eaae92b0249cd0,2019-08-28,2019-08-28T13:16:16.000Z,9000,SEK,30ef3530-4717-4d68-ba7c-56255044612a,QPARK CALE,b5af4a6d-2c0b-45b7-90ee-1dac09d9d16f
033b7704d064ba6eb4092810f829ab10,2019-08-28,2019-08-28T09:58:41.000Z,23880,SEK,,HOM SE0413,2a03c5b7-c451-4e0b-9a60-018a2adb6776
4f9532c0dcaa59815960a0a6ae45e227,2019-08-28,2019-08-28T18:15:15.000Z,141900,SEK,f32f3c6e-bdab-4b91-a1ff-2e2682e47172,VINGSE,79acf42c-7a44-4307-93a7-168b97d0b161
